OrderID,OrderDate,CustomerID,CustomerName,ProductID,ProductName,Category,Brand,Quantity,UnitPrice,Discount,Tax,ShippingCost,TotalAmount,PaymentMethod,OrderStatus,City,State,Country,SellerID
ORD0000290,2022-06-28,CUST-00513,David Martinez,PROD-8124,HP OfficeJet Pro 8025e,Office Products,HP,1,209.75,0.0,16.78,0.0,226.53,Google Pay,Delivered,Augusta,GA,USA,SELL-521
ORD0000291,2024-07-14,CUST-11839,James Williams,PROD-5429,Bose QuietComfort 45,Electronics,Bose,3,392.99,0.0,112.0,0.0,1290.97,Apple Pay,Delivered,Nashville,TN,USA,SELL-126
ORD0000292,2021-04-06,CUST-11955,Michael Garcia,PROD-7001,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,3,6.38,0.0,1.01,7.49,27.64,Debit Card,Delivered,Virginia Beach,VA,USA,SELL-530
ORD0000293,2021-11-06,CUST-02145,Michael Garcia,PROD-5579,Clif Bar Energy Bars 12-Pack,Grocery & Gourmet Food,Clif Bar,3,15.31,0.0,2.87,0.0,48.8,Credit Card,Delivered,Worcester,MA,USA,SELL-588
ORD0000294,2023-03-09,CUST-02151,David Martinez,PROD-7701,Tostitos Scoops Tortilla Chips,Grocery & Gourmet Food,Tostitos,1,5.8,0.0,0.35,7.99,14.14,Credit Card,Delivered,Unknown,PA,USA,SELL-734
ORD0000295,2021-05-27,CUST-02600,John Smith,PROD-1477,Atomic Habits,Books & Media,James Clear,1,16.73,0.0,1.41,11.24,29.38,Debit Card,Delivered,Tucson,AZ,USA,SELL-928
ORD0000296,2021-11-05,CUST-03054,Linda Rodriguez,PROD-1547,Nerf Elite 2.0 Commander RD-6,Toys & Games,Nerf,1,13.71,6.98,0.47,11.24,18.44,Other,Delivered,Charlotte,NC,USA,SELL-687
ORD0000297,2022-08-15,CUST-14543,Mary Johnson,PROD-3494,Clif Bar Energy Bars 12-Pack,Grocery & Gourmet Food,Clif Bar,2,16.92,11.72,1.82,7.99,31.93,Credit Card,Delivered,Dallas,TX,USA,SELL-414
ORD0000298,2023-02-18,CUST-00346,John Smith,PROD-8635,Samsung Galaxy S23,Electronics,Samsung,1,854.32,0.0,45.28,0.0,899.6,PayPal,Delivered,Virginia Beach,VA,USA,SELL-144
ORD0000299,2021-01-27,CUST-11212,David Martinez,PROD-2282,Resistance Band Set,Sports & Fitness,FitBeast,1,24.9,0.0,1.87,29.83,56.6,Credit Card,Delivered,Columbus,OH,USA,SELL-117
ORD0000300,2023-11-13,CUST-00496,Linda Rodriguez,PROD-8953,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,3,104.39,119.24,12.85,0.0,206.78,Debit Card,Delivered,Newark,NJ,USA,SELL-823
ORD0000301,2022-07-14,CUST-11954,Linda Rodriguez,PROD-1069,August Wi-Fi Smart Lock,Tools & Home Improvement,August,3,248.42,0.0,62.6,0.0,807.86,Credit Card,Delivered,Tucson,AZ,USA,SELL-908
ORD0000302,2022-12-04,CUST-08730,Jennifer Jones,PROD-6678,Ring Video Doorbell,Electronics,Amazon,1,217.27,24.21,18.34,0.0,211.4,Credit Card,Delivered,Unknown,TN,USA,SELL-792
ORD0000303,2024-12-29,CUST-00258,Robert Miller,PROD-9767,HP OfficeJet Pro 8025e,Office Products,HP,1,219.09,0.0,13.15,0.0,232.24,Credit Card,Delivered,Philadelphia,PA,USA,SELL-397
ORD0000304,2021-08-20,CUST-10643,Michael Garcia,PROD-8366,Epson EcoTank ET-2800,Office Products,Epson,1,260.86,0.0,16.3,0.0,277.16,Credit Card,Delivered,Worcester,MA,USA,SELL-952
ORD0000305,2023-01-18,CUST-01678,Patricia Brown,PROD-3674,Philips Hue White & Color Ambiance,Tools & Home Improvement,Philips,2,95.3,21.62,10.56,0.0,179.54,BNPL,Delivered,Boston,MA,USA,SELL-690
ORD0000306,2023-03-02,CUST-05344,Patricia Brown,PROD-6130,The Midnight Library,Books & Media,Matt Haig,6,16.04,0.0,7.7,0.0,103.94,Credit Card,Delivered,Macon,GA,USA,SELL-681
ORD0000307,2020-03-02,CUST-00195,John Smith,PROD-6160,MacBook Air M2,Electronics,Apple,1,1143.56,212.11,0.0,0.0,931.45,Credit Card,Delivered,Portland,OR,USA,SELL-567
ORD0000308,2024-07-25,CUST-12956,Linda Rodriguez,PROD-7223,Ray-Ban Classic Wayfarer Sunglasses,Clothing & Fashion,Ray-Ban,3,190.6,0.0,48.03,0.0,619.83,Apple Pay,Delivered,Scottsdale,AZ,USA,SELL-975
ORD0000309,2024-03-18,CUST-11294,David Martinez,PROD-7612,Vicks DayQuil/NyQuil Combo Pack,Health & Personal Care,Vicks,3,21.51,0.0,6.13,0.0,70.66,Debit Card,Delivered,Seattle,WA,USA,SELL-773
ORD0000310,2024-05-23,CUST-00580,James Williams,PROD-1562,Where the Crawdads Sing,Books & Media,Delia Owens,2,14.22,4.44,1.59,8.99,34.58,Debit Card,Delivered,,NJ,USA,SELL-427
ORD0000311,2024-02-14,CUST-00712,James Williams,PROD-2253,Atomic Habits,Books & Media,James Clear,4,17.88,0.0,4.29,0.0,75.81,Credit Card,Delivered,Pittsburgh,PA,USA,SELL-476
ORD0000312,2020-05-28,CUST-07163,David Martinez,PROD-8058,Barbie Dreamhouse,Toys & Games,Mattel,1,193.25,0.0,14.49,0.0,207.74,Credit Card,Delivered,Columbus,OH,USA,SELL-225
ORD0000313,2022-05-19,CUST-09780,Elizabeth Davis,PROD-9584,Post-it Super Sticky Notes,Office Products,3M,3,16.84,0.0,4.24,0.0,54.76,Credit Card,Delivered,Scottsdale,AZ,USA,SELL-829
ORD0000314,2022-12-29,CUST-12451,Robert Miller,PROD-5672,Hasbro Connect 4,Toys & Games,Hasbro,3,11.23,0.0,3.45,8.99,0.0,Credit Card,Cancelled,Rockford,IL,USA,SELL-584
ORD0000315,2022-12-02,CUST-12656,David Martinez,PROD-9275,Wyze Cam v3,Electronics,Wyze,1,36.35,6.1,1.89,7.99,40.13,Debit Card,Delivered,Worcester,MA,USA,SELL-439
ORD0000316,2020-06-09,CUST-13189,James Williams,PROD-9539,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,1,5.76,0.0,0.53,9.99,16.28,Debit Card,Delivered,Sacramento,CA,USA,SELL-569
ORD0000317,2022-02-11,CUST-00636,John Smith,PROD-2627,The Psychology of Money,Books & Media,Morgan Housel,1,15.53,6.13,0.66,5.99,16.05,Credit Card,Delivered,Raleigh,NC,USA,SELL-545
ORD0000318,2023-11-10,CUST-02778,David Martinez,PROD-9240,Exploding Kittens Card Game,Toys & Games,Exploding Kittens,3,22.67,0.0,6.46,0.0,74.47,Credit Card,Delivered,Tacoma,WA,USA,SELL-793
ORD0000319,2023-12-05,CUST-08493,James Williams,PROD-6443,Ring Video Doorbell,Electronics,Amazon,5,225.26,0.0,107.0,0.0,1233.3,Credit Card,Delivered,Memphis,TN,USA,SELL-417
ORD0000320,2024-12-13,CUST-14648,Jennifer Jones,PROD-4617,Ticket to Ride Board Game,Toys & Games,Days of Wonder,1,52.06,14.69,0.0,0.0,37.37,Apple Pay,Delivered,Manchester,NH,USA,SELL-286
ORD0000321,2020-07-23,CUST-01877,Jennifer Jones,PROD-8620,HP OfficeJet Pro 8025e,Office Products,HP,1,186.77,0.0,14.94,0.0,201.71,Credit Card,Delivered,Atlanta,GA,USA,SELL-144
ORD0000322,2023-03-22,CUST-00334,Michael Garcia,PROD-8208,Adid4s Ess3nti4ls Tr4ck J4ck3t,Clothing & Fashion,Adidas,1,55.17,10.69,0.0,0.0,44.48,Credit Card,Delivered,Salem,OR,USA,SELL-226
ORD0000323,2021-03-18,CUST-13814,Linda Rodriguez,PROD-5638,Vicks DayQuil/NyQuil Combo Pack,Health & Personal Care,Vicks,3,18.16,21.16,3.17,11.24,47.73,Credit Card,Delivered,Tacoma,WA,USA,SELL-243
ORD0000324,2020-04-02,CUST-12750,David Martinez,PROD-3509,The Midnight Library,Books & Media,Matt Haig,1,14.88,1.7,1.22,11.24,25.64,Credit Card,Delivered,Los Angeles,CA,USA,SELL-642
ORD0000325,2021-04-08,CUST-05235,John Smith,PROD-8547,LEGO Star Wars Millennium Falcon,Toys & Games,LEGO,1,183.31,54.68,11.42,0.0,140.05,Credit Card,Delivered,Buffalo,NY,USA,SELL-435
ORD0000326,2022-09-26,CUST-00549,Linda Rodriguez,PROD-9130,Nest Learning Thermostat,Tools & Home Improvement,Google,6,263.28,0.0,150.07,0.0,1729.75,BNPL,Delivered,Seattle,WA,USA,SELL-627
ORD0000327,2023-12-13,CUST-10123,Linda Rodriguez,PROD-2450,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,1,70.17,8.93,3.67,0.0,64.91,PayPal,Delivered,Detroit,MI,USA,SELL-631
ORD0000328,2021-05-13,CUST-07937,David Martinez,PROD-9527,Crocs Classic Clogs,Clothing & Fashion,Crocs,1,52.45,0.0,3.67,0.0,56.12,Credit Card,Delivered,Tampa,FL,USA,SELL-313
ORD0000329,2023-10-30,CUST-10493,Patricia Brown,PROD-3334,Cards Against Humanity,Toys & Games,Cards Against Humanity,1,33.82,4.91,2.02,5.99,36.92,Credit Card,Delivered,Jacksonville,FL,USA,SELL-608
ORD0000330,2024-06-03,CUST-11293,Patricia Brown,PROD-3666,Dune,Books & Media,Frank Herbert,1,11.51,0.0,0.61,8.99,21.11,Credit Card,Delivered,Richmond,VA,USA,SELL-353
ORD0000331,2022-03-03,CUST-00552,Jennifer Jones,PROD-4483,Tostitos Scoops Tortill4 Chips,Grocery & Gourmet Food,Tostitos,1,5.27,0.0,0.5,7.99,13.76,Credit Card,Delivered,Vancouver,WA,USA,SELL-557
ORD0000332,2020-01-27,CUST-02580,Mary Johnson,PROD-1427,Catan Board Game,Toys & Games,Catan Studio,1,49.27,9.63,0.0,0.0,39.64,Debit Card,Delivered,Portland,OR,USA,SELL-991
ORD0000333,2020-09-03,CUST-00812,David Martinez,PROD-7964,Lindt Excellence Dark Chocolate Bar,Grocery & Gourmet Food,Lindt,1,4.08,0.58,0.32,11.24,15.06,Debit Card,Delivered,San Jose,CA,USA,SELL-663
ORD0000334,2021-05-05,CUST-00239,Linda Rodriguez,PROD-3262,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,1,6.22,0.0,0.5,11.24,17.96,Debit Card,Processing,Macon,GA,USA,SELL-645
ORD0000335,2022-04-01,CUST-10222,Patricia Brown,PROD-3026,Laptop Stand Adjustable,Office Products,Nulaxy,1,32.59,0.0,3.34,7.99,43.92,Credit Card,Delivered,Chicago,IL,USA,SELL-963
ORD0000336,2021-01-17,CUST-02669,Linda Rodriguez,PROD-3487,iRobot Roomba j7+,Home & Kitchen,iRobot,6,824.88,0.0,439.25,21.61,5410.14,Credit Card,Delivered,Buffalo,NY,USA,SELL-870
ORD0000337,2022-10-29,CUST-01835,David Martinez,PROD-3942,Hasbro Connect 4,Toys & Games,Hasbro,2,10.55,0.0,0.0,7.99,29.09,Credit Card,Delivered,Manchester,NH,USA,SELL-196
ORD0000338,2022-11-01,CUST-02341,David Martinez,PROD-4063,Mattel Games UNO,Toys & Games,Mattel,1,6.71,0.0,0.44,7.99,15.14,Credit Card,Delivered,Newark,NJ,USA,SELL-709
ORD0000339,2020-02-20,CUST-09871,Michael Garcia,PROD-4021,HP OfficeJet Pro 8025e,Office Products,HP,1,185.93,0.0,15.34,0.0,201.27,Credit Card,Delivered,Fort Worth,TX,USA,SELL-390
ORD0000340,2024-12-30,CUST-00641,Elizabeth Davis,PROD-3752,CeraVe Hydrating Facial Cleanser,Health & Personal Care,CeraVe,1,18.39,2.81,0.0,7.99,23.57,Apple Pay,Delivered,Manchester,NH,USA,SELL-688
ORD0000341,2020-10-15,CUST-10742,John Smith,PROD-6419,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,2,30.98,0.0,5.11,0.0,67.07,Credit Card,Delivered,Fort Worth,TX,USA,SELL-642
ORD0000342,2020-08-10,CUST-11636,James Williams,PROD-7270,Huy Fong Sriracha Hot Chili Sauce,Grocery & Gourmet Food,Huy Fong,1,8.0,2.63,0.5,9.99,15.86,Debit Card,Delivered,San Francisco,CA,USA,SELL-769
ORD0000343,2020-04-23,CUST-00468,Jennifer Jones,PROD-5798,Theragun Pro G4,Sports & Fitness,Therabody,1,580.06,0.0,30.74,16.01,626.81,Debit Card,Delivered,Richmond,VA,USA,SELL-993
ORD0000344,2022-07-27,CUST-08298,Robert Miller,PROD-8118,Tostitos Scoops Tortilla Chips,Grocery & Gourmet Food,Tostitos,2,5.18,0.0,0.78,8.99,20.13,Apple Pay,Delivered,Cleveland,OH,USA,SELL-518
ORD0000345,2024-11-03,CUST-12662,Patricia Brown,PROD-3970,Exploding Kittens Card Game,Toys & Games,Exploding Kittens,1,24.16,0.0,1.45,5.99,31.6,Credit Card,Delivered,Allentown,PA,USA,SELL-425
ORD0000346,2024-05-15,CUST-00328,Patricia Brown,PROD-2118,August Wi-Fi Smart Lock,Tools & Home Improvement,August,3,268.03,0.0,48.25,0.0,852.34,Debit Card,Shipped,Detroit,MI,USA,SELL-609
ORD0000347,2023-08-23,CUST-02642,Patricia Brown,PROD-2096,Hanes Men's ComfortSoft T-Shirt 6-Pack,Clothing & Fashion,Hanes,1,27.68,2.77,2.21,8.99,36.11,Google Pay,Delivered,Rochester,NY,USA,SELL-749
ORD0000348,2020-06-13,CUST-00337,Jennifer Jones,PROD-9938,Bowflex SelectTech 552 Dumbbells,Sports & Fitness,Bowflex,4,432.91,0.0,164.51,37.3,1933.45,Credit Card,Delivered,Nashville,TN,USA,SELL-192
ORD0000349,2021-03-12,CUST-00476,Jennifer Jones,PROD-9318,Milwaukee M18 Fuel Impact Driver,Tools & Home Improvement,Milwaukee,3,210.4,113.6,31.06,0.0,0.0,Credit Card,Cancelled,Detroit,MI,USA,SELL-948
ORD0000350,2023-05-28,CUST-00326,John Smith,PROD-9266,Laptop Stand Adjustable,Office Products,Nulaxy,3,32.62,0.0,8.69,0.0,106.55,PayPal,Delivered,Rochester,NY,USA,SELL-151
ORD0000351,2023-01-01,CUST-00108,Mary Johnson,PROD-8604,Logitech C920x HD Pro Webcam,Office Products,Logitech,3,74.81,0.0,15.71,0.0,240.14,Credit Card,Delivered,Orlando,FL,USA,SELL-766
ORD0000352,2023-12-09,CUST-00153,Jennifer Jones,PROD-8685,Waterpik Aquarius Water Flosser,Health & Personal Care,Waterpik,1,75.35,10.16,3.46,0.0,68.65,Credit Card,Delivered,Richmond,VA,USA,SELL-885
ORD0000353,2023-08-14,CUST-02501,Jennifer Jones,PROD-7608,Garmin Forerunner 245,Sports & Fitness,Garmin,4,331.56,194.79,0.0,24.13,1155.58,Other,Delivered,Portland,OR,USA,SELL-687
ORD0000354,2022-03-14,CUST-14240,Jennifer Jones,PROD-9828,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,1,20.9,0.0,1.99,7.99,30.88,Credit Card,Delivered,Vancouver,WA,USA,SELL-386
ORD0000355,2023-10-02,CUST-00432,Robert Miller,PROD-4646,LEGO Star Wars Millennium Falcon,Toys & Games,LEGO,1,180.83,0.0,9.58,0.0,190.41,Other,Delivered,Virginia Beach,VA,USA,SELL-251
ORD0000356,2023-08-21,CUST-08400,Michael Garcia,PROD-8847,Becoming,Books & Media,Michelle Obama,3,22.66,46.51,0.0,8.99,30.46,Credit Card,Delivered,Salem,OR,USA,SELL-709
ORD0000357,2023-03-30,CUST-11510,Jennifer Jones,PROD-4541,Lavazza Super Crema Whole Bean Coffee,Grocery & Gourmet Food,Lavazza,3,26.07,13.61,4.85,0.0,69.45,PayPal,Delivered,Akron,OH,USA,SELL-718
ORD0000358,2024-03-27,CUST-00067,Robert Miller,PROD-1518,Dune,Books & Media,Frank Herbert,4,11.64,0.0,0.0,0.0,46.56,Credit Card,Processing,Manchester,NH,USA,SELL-428
ORD0000359,2020-02-14,CUST-00499,Robert Miller,PROD-4012,Herman Miller Aeron Chair,Office Products,Herman Miller,2,1437.9,0.0,273.2,0.0,3149.0,Credit Card,Delivered,Memphis,TN,USA,SELL-247
ORD0000360,2020-06-05,CUST-12776,Linda Rodriguez,PROD-7174,Fitbit Charge 5,Electronics,Fitbit,2,141.59,37.57,17.19,0.0,262.8,Credit Card,Delivered,Miami,FL,USA,SELL-819
ORD0000361,2022-11-14,CUST-00252,Linda Rodriguez,PROD-1940,The Midnight Library,Books & Media,Matt Haig,2,16.34,0.0,2.17,8.99,43.84,PayPal,Delivered,Jersey City,NJ,USA,SELL-197
ORD0000362,2022-07-28,CUST-10542,Elizabeth Davis,PROD-6895,Theragun Pro G4,Sports & Fitness,Therabody,2,629.31,159.19,72.84,15.77,1188.04,Credit Card,Delivered,Jersey City,NJ,USA,SELL-182
ORD0000363,2023-12-27,CUST-00018,Linda Rodriguez,PROD-9172,Resistance Band Set,Sports & Fitness,FitBeast,2,29.04,0.0,0.0,26.02,84.1,Credit Card,Delivered,Manchester,NH,USA,SELL-549
ORD0000364,2020-08-25,CUST-05544,John Smith,PROD-4282,GoPro HERO11 Black,Electronics,GoPro,3,478.91,0.0,118.53,0.0,1555.26,Credit Card,Shipped,Fort Worth,TX,USA,SELL-971
ORD0000365,2022-11-09,CUST-12524,Michael Garcia,PROD-6662,Tostitos Scoops Tortilla Chips,Grocery & Gourmet Food,Tostitos,3,5.61,2.4,0.0,5.99,20.42,Credit Card,Delivered,Nashua,NH,USA,SELL-740
ORD0000366,2021-02-09,CUST-01092,John Smith,PROD-3809,Levi's Men's 501 Original Fit Jeans,Clothing & Fashion,Levi's,1,69.91,0.0,5.77,0.0,75.68,Debit Card,Delivered,Houston,TX,USA,SELL-733
ORD0000367,2022-05-12,CUST-10255,David Martinez,PROD-7811,Carhartt Men's K87 Pocket T-Shirt,Clothing & Fashion,Carhartt,3,19.65,0.0,5.23,0.0,64.18,Debit Card,Delivered,New York,NY,USA,SELL-780
ORD0000368,2022-08-24,CUST-05033,David Martinez,PROD-2235,Hydro Flask 32 oz Wide Mouth,Sports & Fitness,Hydro Flask,1,49.41,5.59,2.74,12.07,58.63,Credit Card,Delivered,Boston,MA,USA,SELL-778
ORD0000369,2020-11-08,CUST-00592,James Williams,PROD-8363,Kind Bars Dark Chocolate Nuts & Sea Salt,Grocery & Gourmet Food,KIND,1,17.83,0.0,1.43,11.24,30.5,Credit Card,Delivered,Savannah,GA,USA,SELL-181
ORD0000370,2020-12-15,CUST-00246,Robert Miller,PROD-9161,Barbie Dreamhouse,Toys & Games,Mattel,3,195.68,0.0,0.0,0.0,587.04,Debit Card,Delivered,Portland,OR,USA,SELL-328
ORD0000371,2024-05-24,CUST-06016,Robert Miller,PROD-8974,iPhone 15 Pro,Electronics,Apple,3,1158.51,0.0,217.22,0.0,3692.75,Debit Card,Processing,Boston,MA,USA,SELL-500
ORD0000372,2021-01-21,CUST-03509,Mary Johnson,PROD-7705,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,1,6.23,0.0,0.58,7.49,14.3,Credit Card,Delivered,Unknown,CA,USA,SELL-700
ORD0000373,2021-07-23,CUST-03190,Michael Garcia,PROD-1125,Garmin Forerunner 245,Sports & Fitness,Garmin,1,319.46,0.0,30.35,30.38,380.19,Apple Pay,Delivered,Memphis,TN,USA,SELL-103
ORD0000374,2021-05-05,CUST-14805,Robert Miller,PROD-9292,Lutron Caseta Smart Dimmer Switch,Tools & Home Improvement,Lutron,3,59.66,0.0,11.86,0.0,190.84,Credit Card,Delivered,Newark,NJ,USA,SELL-608
ORD0000375,2022-12-08,CUST-02927,Robert Miller,PROD-7925,Garmin Forerunner 245,Sports & Fitness,Garmin,1,324.09,48.79,26.15,19.78,321.23,Credit Card,Delivered,Memphis,TN,USA,SELL-101
ORD0000376,2022-02-21,CUST-13379,David Martinez,PROD-6153,Lavazza Super Crema Whole Bean Coffee,Grocery & Gourmet Food,Lavazza,1,26.86,3.53,0.0,7.99,31.32,Apple Pay,Delivered,Salem,OR,USA,SELL-449
ORD0000377,2020-07-09,CUST-09882,James Williams,PROD-8012,iRobot Roomba j7+,Home & Kitchen,iRobot,1,808.76,453.85,36.38,24.35,415.64,Credit Card,Delivered,Rockford,IL,USA,SELL-293
ORD0000378,2023-07-06,CUST-08635,David Martinez,PROD-7019,Squishmallows 12-inch Plush,Toys & Games,Kellytoy,2,22.51,4.95,0.0,0.0,40.07,Credit Card,Processing,Portland,OR,USA,SELL-454
ORD0000379,2024-07-14,CUST-06241,James Williams,PROD-8685,KitchenAid Artisan Series Mixer,Home & Kitchen,KitchenAid,5,522.08,0.0,138.35,11.82,2760.57,BNPL,Delivered,Richmond,VA,USA,SELL-234
ORD0000380,2022-08-13,CUST-13898,James Williams,PROD-4019,Post-it Super Sticky Notes,Office Products,3M,1,15.81,7.96,0.47,8.99,17.31,Debit Card,Processing,Reading,PA,USA,SELL-564
ORD0000381,2022-11-06,CUST-13012,Elizabeth Davis,PROD-5922,Exploding Kittens Card Game,Toys & Games,Exploding Kittens,4,20.95,0.0,7.44,0.0,91.24,Debit Card,Delivered,Rochester,NY,USA,SELL-987
ORD0000382,2021-12-02,CUST-00059,Michael Garcia,PROD-8522,iPad Air,Electronics,Apple,2,608.24,0.0,80.59,0.0,1297.07,Credit Card,Delivered,Jersey City,NJ,USA,SELL-920
ORD0000383,2021-06-12,CUST-00279,Patricia Brown,PROD-7226,Quaker Oats Old Fashioned 2-Pack,Grocery & Gourmet Food,Quaker,3,12.93,7.3,0.0,7.49,38.98,Credit Card,Shipped,Salem,OR,USA,SELL-101
ORD0000384,2024-07-25,CUST-00149,Mary Johnson,PROD-7666,Samsung 980 Pro SSD 1TB,Electronics,Samsung,1,143.54,0.0,0.0,0.0,143.54,PayPal,Delivered,Salem,OR,USA,SELL-546
ORD0000385,2024-10-15,CUST-11015,James Williams,PROD-3881,Huy Fong Sriracha Hot Chili Sauce,Grocery & Gourmet Food,Huy Fong,1,9.33,1.34,0.56,8.99,17.54,PayPal,Delivered,Charlotte,NC,USA,SELL-984
ORD0000386,2020-12-09,CUST-00270,Linda Rodriguez,PROD-6547,Ninja Professional Blender,Home & Kitchen,Ninja,1,102.55,31.04,6.35,23.24,101.1,Credit Card,Delivered,Buffalo,NY,USA,SELL-223
ORD0000387,2022-08-30,CUST-02996,James Williams,PROD-6787,The Psychology of Money,Books & Media,Morgan Housel,2,16.95,10.27,0.0,5.99,29.62,BNPL,Shipped,Portland,OR,USA,SELL-436
ORD0000388,2024-11-04,CUST-00479,Jennifer Jones,PROD-9055,Keurig K-Classic Coffee Maker,Home & Kitchen,Keurig,2,165.81,0.0,31.5,19.23,382.35,Other,Delivered,Seattle,WA,USA,SELL-643
ORD0000389,2022-12-08,CUST-12230,Mary Johnson,PROD-7927,HP OfficeJet Pro 8025e,Office Products,HP,1,202.95,21.92,18.56,0.0,199.59,Debit Card,Delivered,Aurora,IL,USA,SELL-505
ORD0000390,2024-07-09,CUST-00597,Michael Garcia,PROD-9777,Logitech MX Master 3S Mouse,Electronics,Logitech,6,117.81,0.0,72.45,0.0,779.31,Credit Card,Delivered,Aurora,IL,USA,SELL-403
ORD0000391,2022-12-13,CUST-13696,James Williams,PROD-8186,Lindt Excellence Dark Chocolate Bar,Grocery & Gourmet Food,Lindt,1,4.3,0.0,0.26,7.99,12.55,Credit Card,Delivered,Allentown,PA,USA,SELL-178
ORD0000392,2023-06-04,CUST-00536,John Smith,PROD-8270,Rocketbook Smart Reusable Notebook,Office Products,Rocketbook,1,35.63,4.13,1.89,8.99,42.38,Credit Card,Delivered,Pittsburgh,PA,USA,SELL-605
ORD0000393,2024-04-19,CUST-02257,Robert Miller,PROD-4923,Vicks DayQuil/NyQuil Combo Pack,Health & Personal Care,Vicks,1,20.75,0.0,2.13,8.99,31.87,Credit Card,Delivered,Chicago,IL,USA,SELL-761
ORD0000394,2021-12-13,CUST-00302,James Williams,PROD-3917,Hasbro Connect 4,Toys & Games,Hasbro,1,10.05,0.0,0.53,9.99,20.57,PayPal,Processing,Virginia Beach,VA,USA,SELL-577
ORD0000395,2022-06-10,CUST-00686,Robert Miller,PROD-8938,Hanes Men's ComfortSoft T-Shirt 6-Pack,Clothing & Fashion,Hanes,1,27.21,0.0,2.24,5.99,35.44,Credit Card,Delivered,San Antonio,TX,USA,SELL-620
ORD0000396,2023-12-23,CUST-00252,Jennifer Jones,PROD-2295,Garmin Forerunner 245,Sports & Fitness,Garmin,2,340.31,263.73,0.0,10.84,427.73,Credit Card,Delivered,Portland,OR,USA,SELL-366
ORD0000397,2022-04-14,CUST-10979,David Martinez,PROD-7686,Hydro Flask 32 oz Wide Mouth,Sports & Fitness,Hydro Flask,1,46.3,23.45,1.71,23.73,48.29,PayPal,Delivered,Akron,OH,USA,SELL-890
ORD0000398,2023-12-06,CUST-04958,Patricia Brown,PROD-3327,Quest Nutrition High Protein Bars,Health & Personal Care,Quest,3,27.51,25.54,5.41,0.0,62.4,Credit Card,Delivered,Vancouver,WA,USA,SELL-224
ORD0000399,2020-08-12,CUST-07726,Jennifer Jones,PROD-9261,Resistance Band Set,Sports & Fitness,FitBeast,1,25.31,8.11,1.14,44.06,62.4,Credit Card,Delivered,Newark,NJ,USA,SELL-741
ORD0000400,2024-12-08,CUST-00386,Robert Miller,PROD-6098,Garmin Forerunner 245,Sports & Fitness,Garmin,1,341.62,51.27,0.0,29.09,319.44,Debit Card,Delivered,Nashua,NH,USA,SELL-941
ORD0000401,2023-09-08,CUST-00565,Patricia Brown,PROD-2804,Black+Decker 20V Max Pivot Vac,Tools & Home Improvement,Black+Decker,1,85.31,0.0,7.89,0.0,93.2,Credit Card,Delivered,San Francisco,CA,USA,SELL-964
ORD0000402,2022-04-15,CUST-13585,Patricia Brown,PROD-6707,BIC Round Stic Xtra Life Ball Pen,Office Products,BIC,1,6.18,0.0,0.51,8.99,15.68,Credit Card,Shipped,Houston,TX,USA,SELL-889
ORD0000403,2024-04-13,CUST-11449,Patricia Brown,PROD-3459,Braun Series 7 Electric Razor,Health & Personal Care,Braun,1,175.99,123.07,5.42,0.0,-58.34,Debit Card,Returned,Rockford,IL,USA,SELL-664
ORD0000404,2020-11-01,CUST-13314,Michael Garcia,PROD-6198,Logitech C920x HD Pro Webcam,Office Products,Logitech,1,70.42,0.0,6.51,0.0,76.93,Credit Card,Delivered,San Francisco,CA,USA,SELL-131
ORD0000405,2023-03-16,CUST-14417,John Smith,PROD-4148,Hasbro Connect 4,Toys & Games,Hasbro,2,10.94,0.0,1.64,8.99,32.51,PayPal,Delivered,Cleveland,OH,USA,SELL-965
ORD0000406,2020-08-27,CUST-03540,Michael Garcia,PROD-4519,CeraVe Hydrating Facial Cleanser,Health & Personal Care,CeraVe,1,14.34,0.0,1.0,9.99,25.33,Credit Card,Delivered,Miami,FL,USA,SELL-542
ORD0000407,2024-12-14,CUST-00186,Elizabeth Davis,PROD-2696,Ticket to Ride Board Game,Toys & Games,Days of Wonder,3,51.16,0.0,11.51,0.0,164.99,Credit Card,Delivered,Columbus,OH,USA,SELL-638
ORD0000408,2022-02-16,CUST-00941,John Smith,PROD-5128,TRX All-in-One Suspension Trainer,Sports & Fitness,TRX,2,217.04,0.0,30.39,26.03,490.5,Credit Card,Delivered,Unknown,FL,USA,SELL-972
ORD0000409,2023-11-05,CUST-00500,David Martinez,PROD-4975,Herman Miller Aeron Chair,Office Products,Herman Miller,1,1544.85,0.0,108.14,0.0,1652.99,Credit Card,Delivered,Orlando,FL,USA,SELL-926
ORD0000410,2024-07-29,CUST-05142,John Smith,PROD-5479,iPhone 15 Pro,Electronics,Apple,3,1179.42,646.94,173.48,0.0,3064.8,Google Pay,Processing,Detroit,MI,USA,SELL-592
