CustomerID,CustomerName,Customer_Type,City,State,Country
CUST-05456,Patricia Brown,New,Tacoma,WA,USA
CUST-14690,Michael Garcia,New,Seattle,WA,USA
CUST-10202,Linda Rodriguez,New,Richmond,VA,USA
CUST-03591,Michael Garcia,New,Fort Worth,TX,USA
CUST-11817,Jennifer Jones,New,Cincinnati,OH,USA
CUST-09896,Patricia Brown,New,Phoenix,AZ,USA
CUST-04742,James Williams,New,Vancouver,WA,USA
CUST-07883,,New,Phoenix,AZ,USA
CUST-12285,Elizabeth Davis,New,Miami,FL,USA
CUST-05755,Mary Johnson,New,Atlanta,GA,USA
CUST-09849,Linda Rodriguez,New,Salem,OR,USA
CUST-10395,Michael Garcia,New,Akron,OH,USA
CUST-13795,David Martinez,New,Grand Rapids,MI,USA
CUST-04542,James Williams,New,Portland,OR,USA
CUST-06534,,New,Salem,OR,USA
CUST-11028,Mary Johnson,New,New York,NY,USA
CUST-06279,James Williams,New,Virginia Beach,VA,USA
CUST-12829,David Martinez,New,Grand Rapids,MI,USA
CUST-06623,Robert Miller,New,Unknown,PA,USA
CUST-13666,Linda Rodriguez,New,Los Angeles,CA,USA
CUST-10462,,New,Akron,OH,USA
CUST-06583,James Williams,New,Tampa,FL,USA
CUST-09000,John Smith,New,Akron,OH,USA
CUST-03889,Elizabeth Davis,New,Virginia Beach,VA,USA
CUST-12220,John Smith,New,Richmond,VA,USA
CUST-09114,Patricia Brown,New,Manchester,NH,USA
CUST-00191,Patricia Brown,New,Chicago,IL,USA
CUST-12578,Robert Miller,New,Grand Rapids,MI,USA
CUST-13088,Patricia Brown,New,Savannah,GA,USA
CUST-04893,Patricia Brown,New,Tampa,FL,USA
CUST-10188,John Smith,New,Savannah,GA,USA
CUST-04346,James Williams,New,Rochester,NY,USA
CUST-08261,Patricia Brown,New,Nashua,NH,USA
CUST-07330,Elizabeth Davis,New,Seattle,WA,USA
CUST-05834,Linda Rodriguez,New,Reading,PA,USA
CUST-09484,John Smith,New,Nashua,NH,USA
CUST-11910,Mary Johnson,New,Nashua,NH,USA
CUST-14677,Michael Garcia,New,Columbus,OH,USA
CUST-05658,Elizabeth Davis,New,Cincinnati,OH,USA
CUST-12602,Jennifer Jones,New,Virginia Beach,VA,USA
CUST-06271,Mary Johnson,New,Charlotte,NC,USA
CUST-00130,David Martinez,New,Reading,PA,USA
CUST-10558,Michael Garcia,New,Manchester,NH,USA
CUST-02355,John Smith,New,Chicago,IL,USA
CUST-03904,Linda Rodriguez,New,,TX,USA
CUST-01038,James Williams,New,Detroit,MI,USA
CUST-14963,Linda Rodriguez,New,Pittsburgh,PA,USA
CUST-05189,Elizabeth Davis,New,Charlotte,NC,USA
CUST-05244,Patricia Brown,New,Virginia Beach,VA,USA
CUST-03729,David Martinez,New,Jersey City,NJ,USA
CUST-14382,David Martinez,New,San Francisco,CA,USA
CUST-05237,Mary Johnson,New,Jersey City,NJ,USA
CUST-01731,Jennifer Jones,New,Detroit,MI,USA
CUST-14497,Robert Miller,New,Pittsburgh,PA,USA
CUST-00072,Mary Johnson,New,Naperville,IL,USA
CUST-09135,Jennifer Jones,New,Charlotte,NC,USA
CUST-10572,James Williams,New,Salem,OR,USA
CUST-06292,Robert Miller,New,Buffalo,NY,USA
CUST-05215,Michael Garcia,New,Portland,OR,USA
CUST-10964,John Smith,New,,AZ,USA
CUST-09284,John Smith,New,Charlotte,NC,USA
CUST-03109,Jennifer Jones,New,Allentown,PA,USA
CUST-07868,John Smith,New,Newark,NJ,USA
CUST-08818,Mary Johnson,New,Boston,MA,USA
CUST-12676,James Williams,New,Erie,PA,USA
CUST-13495,Patricia Brown,New,Tucson,AZ,USA
CUST-00349,James Williams,New,Newark,NJ,USA
CUST-10110,David Martinez,New,Augusta,GA,USA
CUST-13949,James Williams,New,Tampa,FL,USA
CUST-04816,Michael Garcia,New,Phoenix,AZ,USA
CUST-11304,Linda Rodriguez,New,Jacksonville,FL,USA
CUST-07439,Jennifer Jones,New,Grand Rapids,MI,USA
CUST-14430,Elizabeth Davis,New,Jersey City,NJ,USA
CUST-12754,Mary Johnson,New,Rochester,NY,USA
CUST-07942,Linda Rodriguez,New,Salem,OR,USA
CUST-14324,Linda Rodriguez,New,Miami,FL,USA
CUST-13153,Linda Rodriguez,New,Tacoma,WA,USA
CUST-11043,Elizabeth Davis,New,San Diego,CA,USA
CUST-00774,Elizabeth Davis,New,Philadelphia,PA,USA
CUST-14876,Robert Miller,New,Tacoma,WA,USA
CUST-00603,Jennifer Jones,New,Cincinnati,OH,USA
CUST-12936,Linda Rodriguez,New,Los Angeles,CA,USA
CUST-11004,Linda Rodriguez,New,Macon,GA,USA
CUST-09256,Mary Johnson,New,Lansing,MI,USA
CUST-12525,Robert Miller,New,Virginia Beach,VA,USA
CUST-00580,Jennifer Jones,New,Memphis,TN,USA
CUST-12498,Mary Johnson,New,Vancouver,WA,USA
CUST-13954,Patricia Brown,New,Newark,NJ,USA
CUST-12133,Jennifer Jones,New,Phoenix,AZ,USA
CUST-13578,Mary Johnson,New,New York,NY,USA
CUST-00745,Jennifer Jones,New,Charlotte,NC,USA
CUST-14184,John Smith,New,Manchester,NH,USA
CUST-00790,Elizabeth Davis,New,Scottsdale,AZ,USA
CUST-06918,David Martinez,New,Philadelphia,PA,USA
CUST-10743,Linda Rodriguez,New,Aurora,IL,USA
CUST-10363,Robert Miller,New,Atlanta,GA,USA
CUST-12185,Robert Miller,New,Phoenix,AZ,USA
CUST-13119,Patricia Brown,New,Worcester,MA,USA
CUST-14594,Robert Miller,New,Detroit,MI,USA
CUST-13523,Michael Garcia,New,Macon,GA,USA
CUST-07820,Mary Johnson,New,Fort Worth,TX,USA
CUST-05742,Michael Garcia,New,Nashville,TN,USA
CUST-00268,Robert Miller,New,Buffalo,NY,USA
CUST-12399,John Smith,New,Grand Rapids,MI,USA
CUST-07734,Michael Garcia,New,Chicago,IL,USA
CUST-02071,Robert Miller,New,Virginia Beach,VA,USA
CUST-04148,Robert Miller,New,Austin,TX,USA
CUST-04377,James Williams,New,Detroit,MI,USA
CUST-12309,Michael Garcia,New,Macon,GA,USA
CUST-13285,James Williams,New,Nashua,NH,USA
CUST-13756,James Williams,New,,GA,USA
CUST-10767,Robert Miller,New,Unknown,FL,USA
CUST-08585,Elizabeth Davis,New,Portland,OR,USA
CUST-12550,Mary Johnson,New,Boston,MA,USA
CUST-08965,Mary Johnson,New,Austin,TX,USA
CUST-04555,Robert Miller,New,Worcester,MA,USA
CUST-09589,David Martinez,New,Rochester,NY,USA
CUST-00170,Jennifer Jones,New,Cleveland,OH,USA
CUST-00223,Linda Rodriguez,New,Scottsdale,AZ,USA
CUST-13849,Patricia Brown,New,Buffalo,NY,USA
CUST-01997,John Smith,New,Cincinnati,OH,USA
CUST-14655,Patricia Brown,New,Virginia Beach,VA,USA
CUST-03862,Patricia Brown,New,Manchester,NH,USA
CUST-12402,James Williams,New,Atlanta,GA,USA
CUST-07995,Patricia Brown,New,Rochester,NY,USA
CUST-07524,James Williams,New,Chicago,IL,USA
CUST-11386,James Williams,New,Seattle,WA,USA
CUST-00679,Patricia Brown,New,San Jose,CA,USA
CUST-10899,Linda Rodriguez,New,Reading,PA,USA
CUST-14625,Robert Miller,New,Unknown,NJ,USA
CUST-11353,Patricia Brown,New,Raleigh,NC,USA
CUST-11138,David Martinez,New,Virginia Beach,VA,USA
CUST-02087,Jennifer Jones,New,Nashua,NH,USA
CUST-09353,Mary Johnson,New,Portland,OR,USA
CUST-00975,Patricia Brown,New,Akron,OH,USA
CUST-13521,David Martinez,New,Macon,GA,USA
CUST-12128,Linda Rodriguez,New,Austin,TX,USA
CUST-10891,Linda Rodriguez,New,Dallas,TX,USA
CUST-04638,David Martinez,New,Pittsburgh,PA,USA
CUST-05075,Linda Rodriguez,New,Boston,MA,USA
CUST-12201,Mary Johnson,New,Newark,NJ,USA
CUST-14152,Jennifer Jones,New,Tacoma,WA,USA
CUST-05848,Patricia Brown,New,Philadelphia,PA,USA
CUST-02813,John Smith,New,Mesa,AZ,USA
CUST-02660,Linda Rodriguez,New,Fort Worth,TX,USA
CUST-06504,David Martinez,New,Tacoma,WA,USA
CUST-11361,John Smith,New,Nashville,TN,USA
CUST-14322,Jennifer Jones,New,Nashua,NH,USA
CUST-00724,Robert Miller,New,Sacramento,CA,USA
CUST-09750,Robert Miller,New,Worcester,MA,USA
CUST-06306,Mary Johnson,New,Richmond,VA,USA
CUST-14804,Mary Johnson,New,Newark,NJ,USA
CUST-10857,Patricia Brown,New,Worcester,MA,USA
CUST-01377,James Williams,New,Boston,MA,USA
CUST-08620,Mary Johnson,New,Detroit,MI,USA
CUST-07389,Michael Garcia,New,Newark,NJ,USA
CUST-08513,Jennifer Jones,New,Orlando,FL,USA
CUST-11006,Jennifer Jones,New,Buffalo,NY,USA
CUST-03244,Elizabeth Davis,New,Worcester,MA,USA
CUST-00535,Mary Johnson,New,Richmond,VA,USA
CUST-13380,Patricia Brown,New,Austin,TX,USA
CUST-10166,Elizabeth Davis,New,Worcester,MA,USA
CUST-10950,Linda Rodriguez,New,Virginia Beach,VA,USA
CUST-14775,Michael Garcia,New,Philadelphia,PA,USA
CUST-00124,David Martinez,New,Nashville,TN,USA
CUST-05927,David Martinez,New,San Diego,CA,USA
CUST-11765,Michael Garcia,New,Phoenix,AZ,USA
CUST-04022,John Smith,New,Grand Rapids,MI,USA
CUST-00434,John Smith,New,Seattle,WA,USA
CUST-10315,John Smith,New,Richmond,VA,USA
CUST-14805,Jennifer Jones,New,Mesa,AZ,USA
CUST-02043,Elizabeth Davis,New,Charlotte,NC,USA
CUST-07214,Jennifer Jones,New,Boston,MA,USA
CUST-00914,Elizabeth Davis,New,Augusta,GA,USA
CUST-08011,David Martinez,New,,NJ,USA
CUST-10284,Mary Johnson,New,Nashua,NH,USA
CUST-06269,Mary Johnson,New,Cleveland,OH,USA
CUST-04251,Mary Johnson,New,Jersey City,NJ,USA
CUST-13737,Linda Rodriguez,New,Seattle,WA,USA
CUST-04255,Elizabeth Davis,New,Rockford,IL,USA
CUST-07767,Jennifer Jones,New,Cincinnati,OH,USA
CUST-04885,Mary Johnson,New,Atlanta,GA,USA
CUST-07038,Elizabeth Davis,New,Buffalo,NY,USA
CUST-04415,David Martinez,New,Chicago,IL,USA
CUST-09817,,New,Unknown,VA,USA
CUST-12867,Michael Garcia,New,Erie,PA,USA
CUST-13739,Elizabeth Davis,New,San Francisco,CA,USA
CUST-03236,Linda Rodriguez,New,Allentown,PA,USA
CUST-00513,Michael Garcia,New,Salem,OR,USA
CUST-14014,James Williams,New,San Francisco,CA,USA
CUST-00869,Jennifer Jones,New,Phoenix,AZ,USA
CUST-10703,Mary Johnson,New,San Francisco,CA,USA
CUST-09831,Linda Rodriguez,New,Portland,OR,USA
CUST-03823,John Smith,New,Buffalo,NY,USA
CUST-06054,,New,Dallas,TX,USA
CUST-02298,James Williams,New,Newark,NJ,USA
CUST-04884,Mary Johnson,New,Atlanta,GA,USA
CUST-11297,Michael Garcia,New,Atlanta,GA,USA
CUST-03127,Mary Johnson,New,Lansing,MI,USA
CUST-11390,Linda Rodriguez,New,Orlando,FL,USA
CUST-05968,Patricia Brown,New,Boston,MA,USA
CUST-09780,John Smith,New,Lansing,MI,USA
CUST-01419,John Smith,New,Portland,OR,USA
CUST-10928,Michael Garcia,New,Raleigh,NC,USA
CUST-02321,Elizabeth Davis,New,Portland,OR,USA
CUST-02548,Linda Rodriguez,New,Portland,OR,USA
CUST-07621,Robert Miller,New,Nashville,TN,USA
CUST-14965,Linda Rodriguez,New,Portland,OR,USA
CUST-13393,Michael Garcia,New,Tacoma,WA,USA
CUST-11997,Robert Miller,New,Nashua,NH,USA
CUST-01073,Linda Rodriguez,New,Richmond,VA,USA
CUST-14727,Jennifer Jones,New,Memphis,TN,USA
CUST-13443,Elizabeth Davis,New,Tacoma,WA,USA
CUST-14059,Linda Rodriguez,New,Nashville,TN,USA
CUST-04419,James Williams,New,Buffalo,NY,USA
CUST-11668,Patricia Brown,New,Portland,OR,USA
CUST-06515,Robert Miller,New,Worcester,MA,USA
CUST-12197,James Williams,New,Worcester,MA,USA
CUST-10672,Linda Rodriguez,New,San Francisco,CA,USA
CUST-12973,John Smith,New,Rockford,IL,USA
CUST-13041,Linda Rodriguez,New,Erie,PA,USA
CUST-04302,John Smith,New,Philadelphia,PA,USA
CUST-12779,John Smith,New,Macon,GA,USA
CUST-05073,Robert Miller,New,Nashua,NH,USA
CUST-14909,Mary Johnson,New,Nashville,TN,USA
CUST-10811,Mary Johnson,New,Virginia Beach,VA,USA
CUST-01106,Linda Rodriguez,New,San Diego,CA,USA
CUST-10786,Jennifer Jones,New,Richmond,VA,USA
CUST-14123,James Williams,New,Naperville,IL,USA
CUST-14670,Robert Miller,New,Nashua,NH,USA
CUST-10609,Elizabeth Davis,New,Portland,OR,USA
CUST-05506,John Smith,New,Rochester,NY,USA
CUST-06512,Patricia Brown,New,Nashville,TN,USA
CUST-01530,Linda Rodriguez,New,Erie,PA,USA
CUST-12421,Michael Garcia,New,Salem,OR,USA
CUST-13539,Elizabeth Davis,New,Columbus,OH,USA
CUST-13934,Linda Rodriguez,New,Memphis,TN,USA
CUST-12335,Linda Rodriguez,New,Lansing,MI,USA
CUST-13582,Michael Garcia,New,Los Angeles,CA,USA
CUST-08553,Linda Rodriguez,New,Seattle,WA,USA
CUST-10621,Jennifer Jones,New,Manchester,NH,USA
CUST-12654,Michael Garcia,New,Seattle,WA,USA
CUST-00690,David Martinez,New,Nashville,TN,USA
CUST-04219,Jennifer Jones,New,Erie,PA,USA
CUST-10731,Mary Johnson,New,New York,NY,USA
CUST-14052,Mary Johnson,New,Charlotte,NC,USA
CUST-12978,Patricia Brown,New,Detroit,MI,USA
CUST-10977,Robert Miller,New,Scottsdale,AZ,USA
CUST-14080,David Martinez,New,Cleveland,OH,USA
CUST-13780,David Martinez,New,Tacoma,WA,USA
CUST-13219,Robert Miller,New,Buffalo,NY,USA
CUST-10317,James Williams,New,San Francisco,CA,USA
CUST-13648,James Williams,New,Unknown,TX,USA
CUST-13599,Michael Garcia,New,Boston,MA,USA
CUST-11585,Linda Rodriguez,New,Philadelphia,PA,USA
CUST-01769,James Williams,New,Charlotte,NC,USA
CUST-03125,Robert Miller,New,Macon,GA,USA
CUST-11662,Elizabeth Davis,New,Worcester,MA,USA
CUST-12681,John Smith,New,Reading,PA,USA
CUST-14766,Mary Johnson,New,Grand Rapids,MI,USA
CUST-11557,John Smith,New,Los Angeles,CA,USA
CUST-02066,James Williams,New,Unknown,CA,USA
CUST-00140,Michael Garcia,New,Naperville,IL,USA
CUST-14513,,New,San Francisco,CA,USA
CUST-09902,John Smith,New,Portland,OR,USA
CUST-11032,Elizabeth Davis,New,Jersey City,NJ,USA
CUST-09836,Mary Johnson,New,Boston,MA,USA
CUST-12544,Linda Rodriguez,New,Virginia Beach,VA,USA
CUST-05428,John Smith,New,Cincinnati,OH,USA
CUST-01965,James Williams,New,Tampa,FL,USA
CUST-14646,Mary Johnson,New,Orlando,FL,USA
CUST-04046,Michael Garcia,New,,NY,USA
CUST-13395,Elizabeth Davis,New,Newark,NJ,USA
CUST-12041,Jennifer Jones,New,Jacksonville,FL,USA
CUST-07356,Michael Garcia,New,Virginia Beach,VA,USA
CUST-11469,Elizabeth Davis,New,Charlotte,NC,USA
CUST-01995,Michael Garcia,New,San Antonio,TX,USA
CUST-14686,Michael Garcia,New,Unknown,FL,USA
CUST-14394,John Smith,New,Memphis,TN,USA
CUST-00872,Linda Rodriguez,New,Dallas,TX,USA
CUST-06461,Patricia Brown,New,Buffalo,NY,USA
CUST-11631,James Williams,New,Portland,OR,USA
CUST-09057,James Williams,New,Unknown,WA,USA
CUST-12497,Mary Johnson,New,Worcester,MA,USA
CUST-13659,Mary Johnson,New,Tampa,FL,USA
CUST-03840,Robert Miller,New,San Jose,CA,USA
CUST-03802,Mary Johnson,New,Akron,OH,USA
CUST-14401,Robert Miller,New,Nashua,NH,USA
CUST-06970,James Williams,New,Philadelphia,PA,USA
CUST-00726,Robert Miller,New,Worcester,MA,USA
CUST-14571,Linda Rodriguez,New,Boston,MA,USA
CUST-06712,Patricia Brown,New,Rockford,IL,USA
CUST-14538,John Smith,New,Lansing,MI,USA
CUST-12686,Robert Miller,New,Los Angeles,CA,USA
CUST-07207,Mary Johnson,New,Dallas,TX,USA
CUST-12181,Michael Garcia,New,Nashua,NH,USA
CUST-06430,Robert Miller,New,Buffalo,NY,USA
CUST-11507,James Williams,New,Worcester,MA,USA
CUST-02069,Linda Rodriguez,New,Atlanta,GA,USA
CUST-09701,Linda Rodriguez,New,Jersey City,NJ,USA
CUST-12601,John Smith,New,Rochester,NY,USA
CUST-12412,James Williams,New,Memphis,TN,USA
CUST-09512,Michael Garcia,New,Salem,OR,USA
CUST-06119,John Smith,New,Virginia Beach,VA,USA
CUST-11382,James Williams,New,Nashua,NH,USA
CUST-08520,Elizabeth Davis,New,San Jose,CA,USA
CUST-12121,Robert Miller,New,Portland,OR,USA
CUST-02688,Patricia Brown,New,Tacoma,WA,USA
CUST-06982,Patricia Brown,New,Pittsburgh,PA,USA
CUST-13903,Michael Garcia,New,Manchester,NH,USA
CUST-13840,David Martinez,New,Naperville,IL,USA
CUST-00665,Linda Rodriguez,New,Akron,OH,USA
CUST-07923,Mary Johnson,New,Virginia Beach,VA,USA
CUST-10832,Mary Johnson,New,Virginia Beach,VA,USA
CUST-05409,David Martinez,New,Tacoma,WA,USA
CUST-13573,John Smith,New,Philadelphia,PA,USA
CUST-03018,Elizabeth Davis,New,San Antonio,TX,USA
CUST-04680,Jennifer Jones,New,Austin,TX,USA
CUST-10678,Robert Miller,New,Los Angeles,CA,USA
CUST-14925,Linda Rodriguez,New,Charlotte,NC,USA
CUST-07803,Jennifer Jones,New,Lansing,MI,USA
CUST-13087,Jennifer Jones,New,Newark,NJ,USA
CUST-13228,Linda Rodriguez,New,Richmond,VA,USA
CUST-01916,Robert Miller,New,New York,NY,USA
CUST-07998,Patricia Brown,New,San Antonio,TX,USA
CUST-03635,Michael Garcia,New,Vancouver,WA,USA
CUST-06670,Linda Rodriguez,New,Fort Worth,TX,USA
CUST-08348,Linda Rodriguez,New,Seattle,WA,USA
CUST-00856,James Williams,New,Allentown,PA,USA
CUST-00770,Robert Miller,New,Buffalo,NY,USA
CUST-00629,John Smith,New,Virginia Beach,VA,USA
CUST-06596,Elizabeth Davis,New,Tucson,AZ,USA
CUST-09691,John Smith,New,Miami,FL,USA
CUST-04408,Elizabeth Davis,New,Dallas,TX,USA
CUST-12740,Jennifer Jones,New,San Diego,CA,USA
CUST-14433,Linda Rodriguez,New,Atlanta,GA,USA
CUST-01796,James Williams,New,Charlotte,NC,USA
CUST-08759,John Smith,New,San Francisco,CA,USA
CUST-13225,Patricia Brown,New,Nashua,NH,USA
CUST-10993,Michael Garcia,New,Worcester,MA,USA
CUST-02591,Mary Johnson,New,Raleigh,NC,USA
CUST-14748,John Smith,New,Los Angeles,CA,USA
CUST-00993,Mary Johnson,New,Manchester,NH,USA
CUST-01782,Patricia Brown,New,Atlanta,GA,USA
CUST-06830,David Martinez,New,Worcester,MA,USA
CUST-13907,John Smith,New,Charlotte,NC,USA
CUST-12782,Elizabeth Davis,New,Charlotte,NC,USA
CUST-12729,Elizabeth Davis,New,Tacoma,WA,USA
CUST-05565,Robert Miller,New,Portland,OR,USA
CUST-04945,David Martinez,New,Erie,PA,USA
CUST-05715,James Williams,New,New York,NY,USA
CUST-03427,James Williams,New,Austin,TX,USA
CUST-02675,Linda Rodriguez,New,Raleigh,NC,USA
CUST-06701,,New,Nashua,NH,USA
CUST-09470,Mary Johnson,New,San Francisco,CA,USA
CUST-10040,Michael Garcia,New,Charlotte,NC,USA
CUST-00878,Mary Johnson,New,Aurora,IL,USA
CUST-13499,Jennifer Jones,New,Manchester,NH,USA
CUST-06178,David Martinez,New,Atlanta,GA,USA
CUST-12296,David Martinez,New,Newark,NJ,USA
CUST-09530,Linda Rodriguez,New,Charlotte,NC,USA
CUST-11895,Elizabeth Davis,New,Atlanta,GA,USA
CUST-14757,David Martinez,New,Rockford,IL,USA
CUST-13300,James Williams,New,Manchester,NH,USA
CUST-10509,Jennifer Jones,New,Mesa,AZ,USA
CUST-06481,John Smith,New,Pittsburgh,PA,USA
CUST-06771,Mary Johnson,New,Virginia Beach,VA,USA
CUST-02398,Mary Johnson,New,Allentown,PA,USA
CUST-06250,Patricia Brown,New,Lansing,MI,USA
CUST-05125,,New,Manchester,NH,USA
CUST-13221,Patricia Brown,New,Pittsburgh,PA,USA
CUST-05932,Elizabeth Davis,New,Vancouver,WA,USA
CUST-13561,David Martinez,New,New York,NY,USA
CUST-08511,Michael Garcia,New,San Francisco,CA,USA
CUST-03808,Michael Garcia,New,Newark,NJ,USA
CUST-00560,Elizabeth Davis,New,Portland,OR,USA
CUST-12573,Patricia Brown,New,Memphis,TN,USA
CUST-12333,David Martinez,New,Jersey City,NJ,USA
CUST-09801,Robert Miller,New,Cincinnati,OH,USA
CUST-06931,Linda Rodriguez,New,Orlando,FL,USA
CUST-11888,Robert Miller,New,Scottsdale,AZ,USA
CUST-12405,Robert Miller,New,Pittsburgh,PA,USA
CUST-09221,Mary Johnson,New,Nashua,NH,USA
CUST-09904,Mary Johnson,New,Nashua,NH,USA
CUST-00557,Mary Johnson,New,Columbus,OH,USA
CUST-13989,Linda Rodriguez,New,Seattle,WA,USA
CUST-13001,John Smith,New,New York,NY,USA
CUST-13627,Michael Garcia,New,Houston,TX,USA
CUST-07872,Jennifer Jones,New,Reading,PA,USA
CUST-14586,Patricia Brown,New,Macon,GA,USA
CUST-01215,Elizabeth Davis,New,Reading,PA,USA
CUST-14610,Robert Miller,New,Nashville,TN,USA
CUST-10543,Mary Johnson,New,Naperville,IL,USA
CUST-07745,Linda Rodriguez,New,Detroit,MI,USA
CUST-03223,John Smith,New,Jersey City,NJ,USA
CUST-04310,Michael Garcia,New,Fort Worth,TX,USA
CUST-05548,Robert Miller,New,Worcester,MA,USA
CUST-10375,Mary Johnson,New,San Antonio,TX,USA
CUST-08353,Robert Miller,New,Nashville,TN,USA
CUST-11228,Robert Miller,New,Salem,OR,USA
CUST-00144,Elizabeth Davis,New,Chicago,IL,USA
CUST-11333,Jennifer Jones,New,Virginia Beach,VA,USA
CUST-13558,Michael Garcia,New,Austin,TX,USA
CUST-11835,Elizabeth Davis,New,Los Angeles,CA,USA
CUST-12205,Michael Garcia,New,Lansing,MI,USA
CUST-12597,Linda Rodriguez,New,Nashua,NH,USA
CUST-12504,Elizabeth Davis,New,Richmond,VA,USA
CUST-09680,David Martinez,New,Jacksonville,FL,USA
CUST-13283,David Martinez,New,Richmond,VA,USA
CUST-02638,Elizabeth Davis,New,Macon,GA,USA
CUST-07187,Michael Garcia,New,Salem,OR,USA
CUST-08834,David Martinez,New,Manchester,NH,USA
CUST-07517,Michael Garcia,New,Memphis,TN,USA
CUST-07848,Linda Rodriguez,New,Cincinnati,OH,USA
CUST-14709,John Smith,New,Erie,PA,USA
CUST-11343,Michael Garcia,New,Chicago,IL,USA
CUST-03736,John Smith,New,Chicago,IL,USA
CUST-06098,Patricia Brown,New,Virginia Beach,VA,USA
CUST-12248,John Smith,New,Austin,TX,USA
CUST-10658,Mary Johnson,New,Tampa,FL,USA
CUST-10779,Linda Rodriguez,New,Sacramento,CA,USA
CUST-11314,Patricia Brown,New,Tacoma,WA,USA
CUST-04243,John Smith,New,Miami,FL,USA
CUST-01708,Mary Johnson,New,Vancouver,WA,USA
CUST-10499,Jennifer Jones,New,Grand Rapids,MI,USA
CUST-04732,Robert Miller,New,Unknown,TX,USA
CUST-11624,Jennifer Jones,New,Houston,TX,USA
CUST-12944,David Martinez,New,Raleigh,NC,USA
CUST-10154,Linda Rodriguez,New,Manchester,NH,USA
CUST-02766,John Smith,New,Fort Worth,TX,USA
CUST-10052,Linda Rodriguez,New,Naperville,IL,USA
CUST-06377,Michael Garcia,New,Richmond,VA,USA
CUST-05007,Elizabeth Davis,New,Pittsburgh,PA,USA
CUST-13258,Robert Miller,New,Tucson,AZ,USA
CUST-12665,Mary Johnson,New,Fort Worth,TX,USA
CUST-14426,David Martinez,New,Nashua,NH,USA
CUST-10570,Elizabeth Davis,New,Worcester,MA,USA
CUST-13127,Jennifer Jones,New,Salem,OR,USA
CUST-00102,Elizabeth Davis,New,Lansing,MI,USA
CUST-09170,James Williams,New,Boston,MA,USA
CUST-06831,David Martinez,New,Phoenix,AZ,USA
CUST-11864,Elizabeth Davis,New,Grand Rapids,MI,USA
CUST-08007,Robert Miller,New,Unknown,NJ,USA
CUST-10446,Elizabeth Davis,New,Aurora,IL,USA
CUST-11345,Mary Johnson,New,Nashua,NH,USA
CUST-11846,Michael Garcia,New,Rockford,IL,USA
CUST-09293,James Williams,New,Tacoma,WA,USA
CUST-05919,Robert Miller,New,San Diego,CA,USA
CUST-14172,David Martinez,New,Akron,OH,USA
CUST-02983,Robert Miller,New,Buffalo,NY,USA
CUST-03622,James Williams,New,Richmond,VA,USA
CUST-14504,John Smith,New,Cleveland,OH,USA
CUST-14023,Patricia Brown,New,Memphis,TN,USA
CUST-01141,James Williams,New,San Francisco,CA,USA
CUST-03124,James Williams,New,Grand Rapids,MI,USA
CUST-09671,David Martinez,New,Austin,TX,USA
CUST-03798,Linda Rodriguez,New,Unknown,NJ,USA
CUST-02374,James Williams,New,San Diego,CA,USA
CUST-03968,Elizabeth Davis,New,Virginia Beach,VA,USA
CUST-11533,Patricia Brown,New,Pittsburgh,PA,USA
CUST-11453,Patricia Brown,New,Houston,TX,USA
CUST-12255,David Martinez,New,Salem,OR,USA
CUST-13343,James Williams,New,Allentown,PA,USA
CUST-07161,David Martinez,New,Boston,MA,USA
CUST-13115,Michael Garcia,New,Salem,OR,USA
CUST-05681,Elizabeth Davis,New,Portland,OR,USA
CUST-04500,Elizabeth Davis,New,Houston,TX,USA
CUST-01353,David Martinez,New,Charlotte,NC,USA
CUST-13743,Mary Johnson,New,Salem,OR,USA
CUST-08667,Mary Johnson,New,Boston,MA,USA
CUST-08758,David Martinez,New,Tacoma,WA,USA
CUST-11036,Michael Garcia,New,Salem,OR,USA
CUST-14083,James Williams,New,Raleigh,NC,USA
CUST-07656,Robert Miller,New,Vancouver,WA,USA
CUST-00048,Linda Rodriguez,New,Nashville,TN,USA
CUST-12379,David Martinez,New,Nashville,TN,USA
CUST-07643,Michael Garcia,New,Detroit,MI,USA
CUST-06552,John Smith,New,Orlando,FL,USA
CUST-11441,Michael Garcia,New,Charlotte,NC,USA
CUST-10589,Elizabeth Davis,New,Memphis,TN,USA
CUST-14029,Michael Garcia,New,Augusta,GA,USA
CUST-06958,Michael Garcia,New,Chicago,IL,USA
CUST-01726,Patricia Brown,New,Tampa,FL,USA
CUST-14931,James Williams,New,Memphis,TN,USA
CUST-06533,Linda Rodriguez,New,Seattle,WA,USA
CUST-14874,Patricia Brown,New,Richmond,VA,USA
CUST-03182,Elizabeth Davis,New,Richmond,VA,USA
CUST-11758,David Martinez,New,Mesa,AZ,USA
CUST-02703,Elizabeth Davis,New,Buffalo,NY,USA
CUST-03330,James Williams,New,Pittsburgh,PA,USA
CUST-10978,James Williams,New,Nashville,TN,USA
CUST-03110,David Martinez,New,Tampa,FL,USA
CUST-02049,Robert Miller,New,Nashville,TN,USA
CUST-08224,John Smith,New,Orlando,FL,USA
CUST-00227,Michael Garcia,New,Boston,MA,USA
CUST-05399,James Williams,New,Tacoma,WA,USA
CUST-09297,Mary Johnson,New,Cleveland,OH,USA
CUST-04054,Michael Garcia,New,Nashua,NH,USA
CUST-09234,Jennifer Jones,New,Jacksonville,FL,USA
